Date,Machine_ID,Product_ID,Defect_Type,Defect_Qty,Scrap_Cost
2025-02-04,M404,P101,Dimension Error,10,920
2025-06-08,M301,P104,Calibration Error,15,1260
2025-04-18,M403,P103,Assembly Defect,11,1870
2025-09-01,M103,P101,Dimension Error,11,2222
2025-04-13,M302,P102,Solder Defect,19,2223
2025-02-16,M104,P103,Solder Defect,11,2178
2025-12-02,M103,P102,Dimension Error,9,2241
2025-07-14,M302,P102,Solder Defect,17,1598
2025-04-09,M204,P103,Calibration Error,7,1386
2025-02-28,M204,P103,Calibration Error,8,1248
2025-09-08,M102,P104,Assembly Defect,8,2000
2025-12-09,M201,P102,Calibration Error,8,1280
2025-12-22,M403,P101,Dimension Error,11,1694
2025-01-26,M101,P103,Assembly Defect,7,847
2025-05-15,M104,P103,Calibration Error,7,1701
2025-05-24,M304,P104,Assembly Defect,7,1288
2025-07-22,M203,P104,Solder Defect,7,1456
2025-01-22,M103,P102,Solder Defect,7,1246
2025-04-17,M204,P103,Dimension Error,7,1197
2025-11-22,M404,P103,Dimension Error,10,1600
2025-07-27,M403,P103,Dimension Error,10,1510
2025-07-13,M402,P104,Dimension Error,11,1991
2025-08-14,M301,P101,Calibration Error,14,2198
2025-12-26,M104,P104,Assembly Defect,7,581
2025-04-19,M202,P103,Calibration Error,13,1573
2025-02-26,M402,P103,Assembly Defect,7,917
2025-12-26,M201,P103,Assembly Defect,5,1210
2025-03-10,M104,P103,Dimension Error,6,624
2025-01-07,M101,P103,Calibration Error,4,640
2025-11-14,M102,P101,Assembly Defect,10,2080
2025-02-21,M203,P104,Assembly Defect,10,990
2025-05-30,M401,P101,Assembly Defect,7,1624
2025-12-08,M103,P102,Dimension Error,8,1480
2025-06-30,M203,P104,Solder Defect,7,623
2025-06-14,M403,P102,Assembly Defect,5,515
2025-01-09,M102,P104,Assembly Defect,4,356
2025-10-30,M303,P101,Calibration Error,8,1296
2025-05-20,M304,P101,Calibration Error,8,1520
2025-05-21,M102,P102,Assembly Defect,13,1612
2025-03-18,M102,P103,Assembly Defect,11,880
2025-04-08,M104,P102,Solder Defect,7,1204
2025-06-22,M304,P103,Calibration Error,10,1480
2025-02-05,M403,P101,Dimension Error,8,1440
2025-06-23,M303,P102,Dimension Error,7,637
2025-03-02,M103,P101,Dimension Error,9,720
2025-04-15,M201,P101,Calibration Error,10,1180
2025-12-22,M304,P102,Calibration Error,7,1267
2025-02-06,M302,P103,Solder Defect,25,5700
2025-03-21,M103,P104,Assembly Defect,7,686
2025-06-09,M104,P101,Solder Defect,4,620
2025-07-29,M404,P102,Dimension Error,4,436
2025-03-02,M404,P102,Dimension Error,7,581
2025-03-30,M104,P103,Calibration Error,8,1752
2025-05-12,M304,P101,Calibration Error,9,1548
2025-06-16,M401,P104,Calibration Error,15,1530
2025-04-12,M104,P102,Solder Defect,6,786
2025-02-08,M202,P103,Calibration Error,9,1305
2025-12-29,M401,P104,Dimension Error,10,1120
2025-11-06,M104,P102,Dimension Error,11,1375
2025-02-10,M303,P102,Assembly Defect,4,584
2025-01-08,M401,P101,Solder Defect,6,924
2025-08-03,M104,P102,Solder Defect,4,668
2025-10-11,M301,P103,Assembly Defect,7,1365
2025-07-10,M204,P102,Dimension Error,8,760
2025-01-15,M404,P103,Solder Defect,6,786
2025-12-17,M203,P103,Calibration Error,4,536
2025-12-22,M204,P104,Assembly Defect,6,576
2025-08-15,M304,P101,Solder Defect,5,400
2025-08-18,M304,P104,Assembly Defect,8,1736
2025-03-14,M303,P103,Assembly Defect,6,1260
2025-05-03,M402,P104,Solder Defect,9,1044
2025-04-12,M303,P104,Solder Defect,7,1162
2025-01-03,M404,P102,Solder Defect,10,2320
2025-02-01,M404,P102,Assembly Defect,12,2580
2025-06-10,M401,P102,Dimension Error,5,945
2025-07-26,M403,P102,Solder Defect,6,804
2025-11-05,M401,P102,Dimension Error,14,2002
2025-04-15,M403,P103,Assembly Defect,5,1025
2025-01-12,M104,P101,Calibration Error,6,606
2025-05-28,M203,P103,Calibration Error,7,1666
2025-04-27,M301,P102,Dimension Error,9,1107
2025-09-20,M201,P101,Assembly Defect,5,930
2025-07-08,M401,P101,Assembly Defect,23,2139
2025-03-31,M403,P103,Assembly Defect,9,1773
2025-08-26,M101,P104,Assembly Defect,11,2398
2025-02-10,M203,P102,Assembly Defect,8,1656
2025-09-25,M202,P102,Assembly Defect,6,912
2025-03-08,M204,P103,Solder Defect,9,1647
2025-10-07,M302,P102,Calibration Error,18,2466
2025-12-08,M401,P101,Dimension Error,8,936
2025-08-05,M203,P102,Calibration Error,8,1904
2025-02-26,M201,P103,Dimension Error,7,1456
2025-12-18,M404,P103,Assembly Defect,6,870
2025-07-04,M402,P101,Calibration Error,15,3735
2025-03-04,M402,P104,Assembly Defect,7,1603
2025-04-04,M404,P103,Solder Defect,7,1687
2025-04-01,M402,P103,Assembly Defect,5,760
2025-09-24,M201,P104,Dimension Error,8,888
2025-10-17,M304,P101,Solder Defect,12,2868
2025-10-28,M301,P101,Calibration Error,11,2002
2025-06-02,M302,P104,Dimension Error,13,2964
2025-02-19,M104,P103,Assembly Defect,7,637
2025-03-01,M301,P104,Solder Defect,8,1776
2025-04-01,M203,P101,Dimension Error,4,432
2025-08-30,M201,P103,Calibration Error,14,3486
2025-09-22,M301,P103,Calibration Error,14,2702
2025-03-02,M101,P103,Assembly Defect,12,1956
2025-11-10,M103,P102,Assembly Defect,7,763
2025-03-24,M104,P104,Assembly Defect,12,2916
2025-06-07,M403,P103,Dimension Error,6,828
2025-07-20,M303,P101,Calibration Error,14,2800
2025-01-13,M302,P104,Solder Defect,12,1548
2025-08-21,M104,P102,Assembly Defect,9,765
2025-07-12,M202,P101,Calibration Error,7,567
2025-04-23,M304,P101,Calibration Error,10,2370
2025-11-19,M403,P103,Solder Defect,9,2151
2025-12-16,M402,P102,Assembly Defect,6,1050
2025-03-18,M301,P101,Assembly Defect,11,1892
2025-09-17,M403,P102,Calibration Error,10,1720
2025-11-01,M103,P103,Assembly Defect,6,720
2025-03-28,M201,P104,Dimension Error,8,704
2025-04-04,M304,P103,Assembly Defect,6,1338
2025-06-13,M303,P103,Calibration Error,7,840
2025-01-20,M303,P103,Dimension Error,8,1000
2025-10-23,M104,P102,Dimension Error,14,2716
2025-05-03,M204,P103,Calibration Error,7,1372
2025-01-15,M402,P102,Calibration Error,9,1188
2025-01-27,M101,P101,Dimension Error,6,606
2025-11-08,M304,P103,Dimension Error,4,760
2025-04-07,M201,P103,Solder Defect,10,1800
2025-07-31,M201,P101,Assembly Defect,9,1692
2025-11-22,M404,P103,Dimension Error,8,1056
2025-09-12,M302,P104,Solder Defect,20,4880
2025-01-09,M203,P104,Dimension Error,9,1278
2025-09-22,M402,P101,Calibration Error,5,890
2025-11-17,M403,P101,Dimension Error,13,2145
2025-09-15,M301,P101,Assembly Defect,8,1096
2025-02-04,M402,P103,Assembly Defect,10,1260
2025-04-06,M404,P104,Solder Defect,3,582
2025-03-22,M403,P103,Dimension Error,8,752
2025-01-06,M204,P103,Solder Defect,10,800
2025-07-11,M202,P104,Solder Defect,9,1260
2025-07-10,M103,P104,Solder Defect,13,2990
2025-10-29,M301,P104,Assembly Defect,10,1660
2025-01-08,M101,P104,Solder Defect,5,945
2025-05-17,M301,P101,Dimension Error,3,744
2025-02-06,M202,P103,Calibration Error,8,1224
2025-08-03,M104,P101,Assembly Defect,9,1476
2025-11-17,M303,P102,Assembly Defect,11,2651
2025-01-16,M201,P104,Calibration Error,12,1116
2025-02-28,M304,P101,Solder Defect,3,414
2025-01-16,M204,P103,Calibration Error,11,1188
2025-02-08,M402,P103,Solder Defect,6,1020
2025-03-07,M201,P102,Assembly Defect,11,1793
2025-01-29,M402,P101,Dimension Error,15,1485
2025-04-22,M404,P104,Dimension Error,7,1393
2025-01-07,M102,P104,Solder Defect,8,1512
2025-01-28,M303,P101,Dimension Error,4,616
2025-01-15,M304,P101,Solder Defect,12,2616
2025-04-28,M202,P103,Solder Defect,8,832
2025-12-04,M302,P103,Solder Defect,23,5474
2025-01-11,M301,P102,Calibration Error,9,1458
2025-04-26,M104,P104,Calibration Error,6,702
2025-05-29,M402,P101,Assembly Defect,7,1197
2025-03-22,M201,P103,Solder Defect,4,388
2025-05-08,M301,P101,Assembly Defect,3,663
2025-02-23,M201,P104,Calibration Error,9,1602
2025-07-09,M204,P103,Calibration Error,7,1400
2025-05-03,M203,P104,Assembly Defect,6,1104
2025-01-14,M402,P103,Assembly Defect,9,1647
2025-09-19,M301,P104,Solder Defect,11,2585
2025-04-21,M103,P103,Dimension Error,4,900
2025-12-07,M402,P103,Solder Defect,8,1008
2025-11-20,M204,P103,Assembly Defect,9,2205
2025-11-08,M301,P102,Solder Defect,6,1188
2025-11-30,M302,P103,Dimension Error,20,2940
2025-05-09,M102,P102,Calibration Error,8,752
2025-09-03,M404,P101,Assembly Defect,7,1729
2025-07-17,M303,P101,Calibration Error,9,1998
2025-08-05,M101,P101,Solder Defect,7,1463
2025-05-08,M403,P104,Solder Defect,12,1056
2025-09-19,M103,P101,Calibration Error,9,1809
2025-09-28,M102,P101,Solder Defect,10,910
2025-05-26,M403,P101,Assembly Defect,7,1050
2025-12-24,M301,P103,Assembly Defect,14,1932
2025-12-11,M201,P103,Dimension Error,7,1400
2025-03-10,M103,P101,Assembly Defect,11,1089
2025-02-14,M101,P103,Assembly Defect,4,452
2025-07-25,M304,P102,Solder Defect,7,1288
2025-06-24,M304,P101,Assembly Defect,5,955
2025-03-30,M101,P101,Solder Defect,6,1296
2025-09-20,M404,P104,Assembly Defect,10,1070
2025-06-07,M204,P104,Dimension Error,5,610
2025-03-23,M202,P103,Assembly Defect,4,756
2025-10-24,M203,P101,Assembly Defect,5,1120
2025-04-29,M304,P103,Solder Defect,11,1001
2025-09-10,M203,P102,Dimension Error,10,1860
2025-12-31,M103,P101,Calibration Error,6,1164
2025-08-30,M403,P102,Solder Defect,11,1144
2025-01-05,M202,P103,Calibration Error,5,980
2025-12-04,M303,P102,Calibration Error,10,1640
2025-10-06,M303,P101,Assembly Defect,10,2500
2025-02-04,M302,P103,Solder Defect,21,1785
2025-09-11,M301,P104,Dimension Error,9,1026
2025-04-27,M403,P101,Solder Defect,6,1284
2025-09-16,M201,P101,Solder Defect,6,1152
2025-07-13,M102,P103,Assembly Defect,7,1127
2025-10-02,M403,P101,Assembly Defect,5,580
2025-07-08,M204,P104,Dimension Error,5,920
2025-10-31,M402,P104,Calibration Error,13,1469
2025-07-11,M301,P104,Dimension Error,7,609
2025-09-06,M101,P102,Dimension Error,7,938
2025-09-11,M201,P102,Solder Defect,8,1376
2025-08-22,M104,P102,Solder Defect,11,2013
2025-08-12,M202,P104,Dimension Error,8,1704
2025-11-19,M202,P104,Calibration Error,10,1470
2025-03-28,M102,P103,Calibration Error,6,1086
2025-10-05,M303,P103,Assembly Defect,12,2160
2025-01-02,M401,P103,Calibration Error,12,1404
2025-02-06,M103,P102,Calibration Error,7,616
2025-05-23,M302,P102,Solder Defect,15,3510
2025-06-16,M203,P103,Assembly Defect,14,2604
2025-05-09,M304,P101,Assembly Defect,10,1590
2025-08-01,M202,P103,Solder Defect,9,1431
2025-12-17,M302,P101,Dimension Error,19,1957
2025-08-06,M401,P103,Solder Defect,8,1632
2025-01-29,M102,P101,Calibration Error,9,1224
2025-08-14,M101,P103,Dimension Error,9,1332
2025-03-06,M104,P102,Solder Defect,6,1128
2025-12-11,M401,P101,Assembly Defect,6,1248
2025-01-14,M303,P104,Solder Defect,13,1469
2025-10-14,M104,P104,Solder Defect,3,624
2025-09-17,M101,P104,Calibration Error,13,1950
2025-03-18,M102,P104,Assembly Defect,8,1120
2025-01-10,M403,P104,Calibration Error,8,944
2025-07-14,M402,P104,Dimension Error,10,1370
2025-05-23,M303,P104,Solder Defect,6,612
2025-06-16,M102,P101,Assembly Defect,10,2220
2025-06-15,M301,P101,Assembly Defect,7,1253
2025-06-29,M103,P104,Dimension Error,9,2061
2025-03-28,M104,P102,Dimension Error,3,288
2025-11-05,M303,P102,Dimension Error,5,515
2025-09-05,M104,P104,Dimension Error,4,380
2025-12-07,M402,P102,Dimension Error,9,1035
2025-01-14,M103,P104,Assembly Defect,8,1744
2025-11-30,M303,P103,Dimension Error,8,800
2025-05-07,M204,P102,Assembly Defect,3,663
2025-02-16,M402,P102,Assembly Defect,7,1547
2025-02-16,M204,P101,Solder Defect,5,785
2025-12-15,M204,P104,Calibration Error,8,1400
2025-11-25,M401,P101,Assembly Defect,9,1278
2025-11-26,M204,P101,Assembly Defect,7,1554
2025-02-11,M404,P104,Calibration Error,12,1824
2025-01-02,M301,P104,Dimension Error,4,412
2025-01-15,M103,P101,Dimension Error,6,576
2025-10-21,M304,P101,Dimension Error,2,206
2025-09-28,M203,P102,Dimension Error,8,1304
2025-04-09,M402,P104,Solder Defect,4,624
2025-07-02,M101,P101,Solder Defect,6,1338
2025-09-03,M304,P101,Calibration Error,4,792
2025-06-04,M203,P104,Solder Defect,15,1875
2025-06-23,M103,P103,Calibration Error,8,1992
2025-12-04,M401,P101,Solder Defect,8,904
2025-06-09,M103,P103,Calibration Error,8,776
2025-03-21,M103,P102,Calibration Error,11,2409
2025-08-21,M203,P101,Solder Defect,6,1068
2025-01-20,M204,P102,Dimension Error,17,3978
2025-12-22,M304,P104,Calibration Error,8,1592
2025-08-25,M304,P104,Assembly Defect,7,1708
2025-02-22,M101,P103,Assembly Defect,6,690
2025-01-17,M404,P102,Assembly Defect,10,2350
2025-05-20,M101,P102,Dimension Error,14,2492
2025-05-15,M302,P101,Calibration Error,19,1615
2025-10-31,M301,P103,Assembly Defect,10,1190
2025-03-11,M304,P103,Assembly Defect,4,956
2025-12-28,M301,P102,Calibration Error,11,2310
2025-06-24,M103,P103,Solder Defect,8,1120
2025-07-20,M203,P102,Assembly Defect,3,480
2025-09-28,M402,P101,Calibration Error,10,1340
2025-04-08,M203,P101,Assembly Defect,6,1134
2025-02-20,M204,P101,Solder Defect,13,1443
2025-12-10,M204,P104,Calibration Error,11,1452
2025-12-23,M402,P104,Solder Defect,10,2100
2025-04-03,M104,P102,Assembly Defect,7,1687
2025-04-01,M201,P101,Solder Defect,4,396
2025-02-23,M101,P102,Solder Defect,5,1045
2025-09-04,M203,P102,Calibration Error,10,910
2025-11-04,M103,P102,Solder Defect,6,1446
2025-11-27,M402,P101,Calibration Error,4,336
2025-09-19,M201,P104,Solder Defect,5,1095
2025-03-03,M301,P102,Calibration Error,6,966
2025-11-26,M402,P102,Calibration Error,9,1566
2025-09-16,M101,P103,Dimension Error,9,1836
2025-12-04,M402,P101,Dimension Error,9,1656
2025-10-12,M404,P101,Calibration Error,6,906
2025-05-26,M402,P103,Assembly Defect,9,1080
2025-04-13,M304,P104,Assembly Defect,13,2743
2025-05-20,M101,P102,Dimension Error,4,348
2025-03-16,M102,P104,Assembly Defect,5,725
2025-03-16,M201,P103,Solder Defect,7,721
2025-06-04,M403,P104,Calibration Error,9,1638
2025-04-08,M104,P103,Dimension Error,8,1368
2025-09-18,M401,P104,Solder Defect,11,1639
2025-01-28,M204,P103,Assembly Defect,8,1336
2025-05-22,M303,P102,Dimension Error,6,1176
2025-10-18,M203,P102,Dimension Error,10,1280
2025-04-22,M301,P103,Dimension Error,11,1034
2025-09-17,M103,P101,Dimension Error,6,1026
2025-10-31,M401,P104,Solder Defect,10,1540
2025-06-06,M402,P104,Assembly Defect,11,2332
2025-12-08,M301,P101,Assembly Defect,11,2200
2025-03-04,M102,P104,Solder Defect,6,1068
2025-03-01,M104,P103,Solder Defect,7,875
2025-03-27,M203,P103,Dimension Error,13,1066
2025-07-13,M304,P103,Assembly Defect,7,868
2025-04-02,M304,P101,Assembly Defect,8,1224
2025-04-20,M402,P101,Assembly Defect,5,1080
2025-09-21,M302,P104,Solder Defect,18,1926
2025-09-11,M302,P103,Dimension Error,21,4032
2025-07-26,M201,P104,Calibration Error,8,1528
2025-11-03,M101,P101,Dimension Error,10,1390
2025-11-28,M102,P102,Dimension Error,11,1870
2025-11-12,M102,P104,Dimension Error,6,900
2025-08-05,M403,P103,Calibration Error,5,645
2025-06-02,M101,P104,Solder Defect,5,810
2025-06-23,M303,P101,Solder Defect,11,1441
2025-04-16,M203,P103,Calibration Error,5,510
2025-08-29,M201,P104,Assembly Defect,1,239
2025-08-05,M204,P101,Assembly Defect,7,980
2025-05-12,M101,P102,Dimension Error,14,1554
2025-12-14,M102,P101,Assembly Defect,5,1065
2025-06-13,M201,P104,Calibration Error,6,738
2025-04-17,M103,P101,Dimension Error,8,1704
2025-12-28,M303,P104,Dimension Error,7,1477
2025-12-19,M302,P104,Calibration Error,12,2100
2025-05-29,M201,P101,Solder Defect,8,824
2025-09-23,M402,P104,Calibration Error,5,1000
2025-03-26,M401,P102,Assembly Defect,7,637
2025-02-10,M103,P103,Dimension Error,8,1536
2025-05-12,M104,P101,Calibration Error,8,1584
2025-02-10,M304,P101,Calibration Error,9,972
2025-10-30,M301,P102,Calibration Error,7,1393
2025-08-01,M204,P103,Calibration Error,14,3248
2025-05-15,M402,P102,Assembly Defect,7,1358
2025-02-23,M401,P102,Assembly Defect,6,906
2025-08-30,M204,P104,Assembly Defect,7,1155
2025-08-24,M104,P103,Dimension Error,5,635
2025-08-18,M301,P104,Calibration Error,11,1221
2025-12-19,M101,P104,Solder Defect,7,784
2025-05-07,M203,P104,Dimension Error,14,2954
2025-02-22,M201,P101,Assembly Defect,8,1360
2025-05-19,M202,P102,Dimension Error,12,1704
2025-10-29,M403,P104,Solder Defect,8,1192
2025-12-14,M104,P103,Assembly Defect,14,3052
2025-10-01,M402,P101,Calibration Error,5,905
2025-05-19,M203,P102,Calibration Error,8,1392
2025-10-16,M102,P104,Calibration Error,12,1344
2025-09-16,M403,P104,Assembly Defect,8,1328
2025-05-14,M302,P101,Solder Defect,23,2714
2025-02-04,M101,P104,Assembly Defect,5,985
2025-07-28,M101,P101,Dimension Error,8,1488
2025-12-04,M401,P104,Calibration Error,7,1596
2025-10-17,M202,P104,Calibration Error,7,1253
2025-11-23,M102,P104,Solder Defect,12,2700
2025-09-07,M202,P101,Dimension Error,6,1488
2025-10-23,M204,P102,Solder Defect,6,498
2025-02-25,M203,P104,Calibration Error,7,1057
2025-01-03,M203,P101,Assembly Defect,10,1180
2025-12-28,M401,P103,Dimension Error,8,1624
2025-05-27,M301,P103,Dimension Error,7,903
2025-04-02,M201,P103,Solder Defect,12,2076
2025-06-06,M401,P104,Assembly Defect,7,1456
2025-10-12,M101,P103,Assembly Defect,5,735
2025-09-03,M302,P102,Solder Defect,12,1344
2025-09-30,M201,P102,Assembly Defect,9,1224
2025-12-05,M403,P101,Assembly Defect,10,1240
2025-12-29,M302,P102,Solder Defect,8,1136
2025-08-25,M202,P103,Calibration Error,12,2604
2025-10-10,M302,P101,Dimension Error,18,3366
2025-06-12,M404,P102,Assembly Defect,7,973
2025-11-18,M403,P103,Solder Defect,12,1500
2025-03-19,M101,P104,Calibration Error,8,808
2025-06-12,M102,P103,Dimension Error,8,648
2025-04-01,M202,P102,Assembly Defect,4,824
2025-11-30,M102,P102,Calibration Error,3,732
2025-12-20,M103,P102,Calibration Error,9,1782
2025-10-01,M101,P101,Dimension Error,14,3038
2025-06-08,M101,P104,Assembly Defect,12,1404
2025-10-21,M204,P103,Assembly Defect,8,1384
2025-01-21,M403,P102,Calibration Error,8,648
2025-01-20,M201,P102,Assembly Defect,7,1036
2025-12-15,M104,P102,Solder Defect,9,2160
2025-07-16,M104,P101,Assembly Defect,9,1449
2025-12-03,M404,P101,Assembly Defect,9,999
2025-10-24,M203,P104,Assembly Defect,12,960
2025-07-15,M301,P101,Assembly Defect,7,749
2025-03-05,M201,P102,Calibration Error,6,918
2025-02-27,M204,P102,Assembly Defect,9,855
2025-02-09,M101,P102,Calibration Error,8,1000
2025-04-10,M202,P101,Calibration Error,15,3375
2025-10-23,M201,P103,Solder Defect,9,1368
2025-04-06,M404,P102,Assembly Defect,9,801
2025-03-30,M201,P101,Assembly Defect,11,2618
2025-02-13,M401,P101,Solder Defect,12,1212
2025-11-04,M303,P102,Calibration Error,10,1030
2025-01-01,M303,P104,Assembly Defect,9,2241
2025-04-02,M103,P103,Calibration Error,6,1452
2025-06-15,M104,P103,Solder Defect,8,1912
2025-10-20,M403,P101,Dimension Error,6,1104
2025-05-04,M101,P101,Solder Defect,10,1070
2025-06-28,M301,P102,Solder Defect,7,1337
2025-12-20,M403,P101,Solder Defect,5,1250
2025-05-30,M104,P101,Assembly Defect,14,3122
2025-09-25,M201,P101,Dimension Error,9,1323
2025-12-07,M304,P104,Calibration Error,9,2205
2025-11-17,M101,P101,Calibration Error,9,2169
2025-04-01,M404,P102,Dimension Error,9,1566
2025-03-16,M203,P104,Calibration Error,6,1050
2025-11-23,M201,P101,Assembly Defect,7,1232
2025-06-29,M402,P104,Solder Defect,10,1880
2025-08-16,M103,P102,Dimension Error,9,2133
2025-06-09,M301,P101,Solder Defect,6,828
2025-01-12,M304,P104,Calibration Error,11,1782
2025-04-14,M204,P102,Assembly Defect,7,1687
2025-10-26,M403,P101,Dimension Error,6,1500
2025-04-12,M101,P104,Dimension Error,6,1320
2025-09-18,M404,P104,Solder Defect,5,1135
2025-04-04,M102,P102,Calibration Error,11,2409
2025-12-26,M304,P103,Solder Defect,8,1184
2025-01-08,M201,P104,Solder Defect,6,1134
2025-07-19,M301,P103,Solder Defect,5,525
2025-06-13,M402,P102,Calibration Error,10,1670
2025-10-04,M301,P101,Solder Defect,4,736
2025-01-07,M302,P103,Calibration Error,23,5060
2025-02-03,M302,P104,Solder Defect,19,4731
2025-08-11,M302,P104,Solder Defect,19,2223
2025-10-25,M104,P102,Dimension Error,9,2016
2025-09-20,M104,P103,Calibration Error,8,1096
2025-05-19,M304,P102,Calibration Error,10,2190
2025-06-02,M203,P101,Calibration Error,5,930
2025-11-04,M403,P102,Calibration Error,6,660
2025-01-26,M202,P101,Assembly Defect,9,1071
2025-01-23,M304,P104,Assembly Defect,8,1328
2025-11-11,M101,P102,Assembly Defect,13,1885
2025-01-27,M303,P103,Dimension Error,5,855
2025-11-12,M304,P101,Dimension Error,6,870
2025-12-24,M204,P103,Solder Defect,6,864
2025-06-01,M302,P102,Solder Defect,21,3675
2025-05-24,M303,P103,Assembly Defect,7,1638
2025-02-14,M202,P102,Solder Defect,4,420
2025-08-20,M302,P103,Assembly Defect,14,1778
2025-09-20,M204,P102,Assembly Defect,4,1000
2025-09-14,M403,P103,Calibration Error,8,1536
2025-11-04,M402,P102,Solder Defect,10,1510
2025-11-11,M303,P103,Solder Defect,11,2475
2025-06-05,M403,P104,Assembly Defect,11,1067
2025-08-11,M203,P102,Solder Defect,7,581
2025-06-22,M202,P103,Solder Defect,5,610
2025-02-23,M104,P103,Dimension Error,9,1080
2025-05-06,M104,P101,Dimension Error,4,704
2025-07-09,M304,P104,Calibration Error,4,964
2025-08-07,M204,P101,Solder Defect,4,620
2025-12-14,M203,P102,Assembly Defect,8,1824
2025-01-21,M103,P103,Dimension Error,9,1395
2025-01-07,M403,P103,Assembly Defect,3,549
2025-10-18,M302,P101,Assembly Defect,20,3860
2025-04-18,M303,P102,Calibration Error,5,1185
2025-07-16,M201,P103,Dimension Error,11,2167
2025-05-15,M104,P104,Solder Defect,12,2256
2025-07-06,M402,P104,Assembly Defect,7,1386
2025-07-25,M302,P101,Dimension Error,15,2130
2025-07-16,M304,P103,Dimension Error,6,654
2025-08-18,M104,P101,Solder Defect,7,1316
2025-10-20,M402,P104,Dimension Error,5,1165
2025-04-26,M202,P103,Dimension Error,5,595
2025-04-27,M302,P103,Calibration Error,18,4194
2025-03-30,M303,P101,Assembly Defect,3,558
2025-04-06,M203,P104,Assembly Defect,15,2895
2025-08-18,M302,P101,Dimension Error,16,2192
2025-12-25,M204,P104,Solder Defect,13,1417
2025-01-28,M404,P104,Dimension Error,11,1958
2025-12-16,M102,P103,Calibration Error,6,912
2025-06-21,M102,P102,Assembly Defect,6,1320
2025-12-20,M104,P104,Assembly Defect,8,1272
2025-11-09,M102,P104,Solder Defect,7,1470
2025-06-09,M401,P103,Dimension Error,6,1056
2025-01-04,M304,P104,Dimension Error,6,948
2025-08-08,M101,P102,Dimension Error,8,1048
2025-12-05,M202,P103,Calibration Error,9,1953
2025-08-09,M401,P102,Calibration Error,4,828
2025-02-20,M201,P101,Dimension Error,11,1507
2025-07-29,M401,P103,Dimension Error,9,1683
2025-08-23,M204,P101,Dimension Error,8,728
2025-09-08,M202,P104,Dimension Error,6,726
2025-12-08,M203,P104,Assembly Defect,8,1552
2025-07-31,M103,P103,Dimension Error,9,1710
2025-07-30,M304,P104,Solder Defect,11,2046
2025-05-11,M101,P102,Calibration Error,3,543
2025-02-26,M201,P102,Assembly Defect,7,1603
2025-12-28,M301,P103,Dimension Error,8,992
2025-05-17,M301,P101,Dimension Error,6,1140
2025-05-19,M202,P104,Solder Defect,7,1099
2025-09-26,M103,P101,Assembly Defect,8,1960
2025-09-02,M103,P102,Calibration Error,11,2332
2025-11-23,M101,P104,Solder Defect,2,272
2025-11-20,M204,P101,Assembly Defect,5,900
2025-08-02,M404,P101,Assembly Defect,7,903
2025-05-08,M102,P103,Solder Defect,5,1165
2025-10-02,M203,P104,Solder Defect,5,905
2025-10-19,M401,P102,Assembly Defect,3,714
2025-10-08,M304,P104,Solder Defect,9,864
2025-01-22,M203,P101,Dimension Error,5,855
2025-09-28,M401,P102,Solder Defect,12,1752
2025-01-29,M302,P103,Solder Defect,17,1683
2025-07-22,M401,P101,Calibration Error,8,640
2025-07-23,M203,P103,Assembly Defect,9,1926
2025-06-28,M203,P104,Solder Defect,11,2651
2025-01-07,M302,P101,Solder Defect,20,4940
2025-09-02,M301,P104,Assembly Defect,8,1720
2025-12-29,M301,P101,Calibration Error,10,1560
2025-10-30,M204,P104,Solder Defect,5,675
2025-10-03,M201,P104,Calibration Error,4,664
2025-12-09,M302,P103,Assembly Defect,18,3924
2025-11-13,M101,P103,Dimension Error,7,917
2025-11-30,M102,P101,Assembly Defect,6,678
2025-07-22,M103,P103,Assembly Defect,4,772
2025-11-24,M202,P103,Assembly Defect,3,729
2025-07-25,M402,P102,Dimension Error,8,1072
2025-01-25,M304,P101,Calibration Error,6,1272
2025-02-12,M402,P102,Dimension Error,13,3094
2025-10-27,M402,P102,Solder Defect,4,788
2025-05-05,M203,P102,Assembly Defect,6,1086
2025-10-10,M204,P104,Assembly Defect,9,1746
2025-01-21,M102,P101,Assembly Defect,9,792
2025-12-28,M204,P103,Calibration Error,10,1100
2025-08-08,M201,P102,Calibration Error,13,2106
2025-07-27,M202,P101,Calibration Error,13,1911
2025-04-10,M204,P103,Dimension Error,7,714
2025-03-30,M101,P103,Dimension Error,11,1749
2025-11-12,M201,P101,Calibration Error,5,1215
2025-10-01,M402,P101,Dimension Error,9,1881
2025-04-06,M403,P102,Dimension Error,9,792
2025-03-14,M301,P103,Dimension Error,12,1908
2025-12-19,M303,P102,Solder Defect,7,644
2025-08-29,M401,P101,Dimension Error,8,696
2025-01-08,M401,P101,Dimension Error,8,1592
2025-06-06,M301,P102,Assembly Defect,11,2530
2025-04-26,M301,P103,Dimension Error,10,980
2025-07-28,M104,P103,Dimension Error,7,924
2025-05-06,M401,P101,Dimension Error,8,800
2025-01-09,M103,P102,Calibration Error,8,1072
2025-02-05,M202,P102,Solder Defect,7,966
2025-07-24,M404,P102,Dimension Error,12,2496
2025-05-25,M403,P102,Solder Defect,7,1526
2025-02-14,M402,P101,Calibration Error,11,1837
2025-01-15,M203,P103,Calibration Error,9,819
2025-07-24,M201,P103,Solder Defect,7,1050
2025-03-11,M302,P103,Solder Defect,21,2079
2025-12-04,M402,P102,Calibration Error,6,588
