Date,Machine_ID,Temperature_C,Vibration_mm_s,Downtime_Min,Breakdown_Flag
2025-04-29,M401,59.9,5.17,43,0
2025-04-29,M402,87.0,3.38,20,0
2025-04-29,M403,71.7,4.24,23,0
2025-04-29,M404,75.0,5.48,27,0
2025-04-30,M101,75.0,3.31,13,0
2025-04-30,M102,60.1,4.51,6,0
2025-04-30,M103,70.8,3.69,25,0
2025-04-30,M104,65.4,4.17,30,0
2025-04-30,M201,65.6,5.72,63,0
2025-04-30,M202,68.8,4.98,30,0
2025-04-30,M203,65.2,5.15,32,0
2025-04-30,M204,65.7,5.82,28,0
2025-04-30,M301,69.5,6.94,23,0
2025-04-30,M302,73.2,9.73,96,1
2025-04-30,M303,60.5,3.2,52,0
2025-04-30,M304,78.4,2.54,6,0
2025-04-30,M401,59.3,2.71,10,0
2025-04-30,M402,65.1,4.23,18,0
2025-04-30,M403,67.4,6.36,7,0
2025-04-30,M404,70.9,4.84,10,0
2025-05-01,M101,67.4,4.1,30,0
2025-05-01,M102,80.4,2.45,44,0
2025-05-01,M103,77.0,4.32,11,0
2025-05-01,M104,66.7,6.39,22,0
2025-05-01,M201,66.3,4.42,0,0
2025-05-01,M202,61.8,6.21,22,0
2025-05-01,M203,67.6,5.0,14,0
2025-05-01,M204,72.4,3.23,9,0
2025-05-01,M301,68.7,4.62,13,0
2025-05-01,M302,82.7,12.17,84,0
2025-05-01,M303,63.2,4.49,32,0
2025-05-01,M304,66.4,5.36,30,0
2025-05-01,M401,67.1,4.01,37,0
2025-05-01,M402,72.6,3.8,19,0
2025-05-01,M403,74.4,2.89,19,0
2025-05-01,M404,74.5,4.33,29,0
2025-05-02,M101,67.2,5.39,18,0
2025-05-02,M102,67.5,5.4,39,0
2025-05-02,M103,76.2,4.45,29,0
2025-05-02,M104,61.5,5.57,35,0
2025-05-02,M201,76.5,4.23,21,0
2025-05-02,M202,64.6,4.26,43,0
2025-05-02,M203,77.4,4.01,32,0
2025-05-02,M204,58.6,4.29,0,0
2025-05-02,M301,62.8,4.8,2,0
2025-05-02,M302,78.0,9.25,55,0
2025-05-02,M303,75.2,3.43,32,0
2025-05-02,M304,65.5,4.14,16,0
2025-05-02,M401,58.1,3.39,5,0
2025-05-02,M402,63.9,3.17,49,0
2025-05-02,M403,58.5,1.56,16,0
2025-05-02,M404,68.3,4.56,24,0
2025-05-03,M101,59.3,4.46,19,0
2025-05-03,M102,78.9,4.43,40,0
2025-05-03,M103,71.0,4.26,23,0
2025-05-03,M104,72.2,5.99,17,0
2025-05-03,M201,73.8,3.68,29,0
2025-05-03,M202,73.7,3.21,17,0
2025-05-03,M203,73.1,5.12,40,0
2025-05-03,M204,68.8,4.16,57,0
2025-05-03,M301,65.2,1.44,20,0
2025-05-03,M302,81.3,11.84,64,0
2025-05-03,M303,63.3,3.72,27,0
2025-05-03,M304,67.1,4.57,20,0
2025-05-03,M401,56.4,6.55,19,0
2025-05-03,M402,56.1,5.52,40,0
2025-05-03,M403,71.1,3.8,31,0
2025-05-03,M404,62.4,4.5,25,0
2025-05-04,M101,62.2,2.1,55,0
2025-05-04,M102,73.4,4.68,22,0
2025-05-04,M103,52.2,4.61,27,0
2025-05-04,M104,71.9,3.67,36,0
2025-05-04,M201,68.8,3.55,1,0
2025-05-04,M202,78.6,1.59,7,0
2025-05-04,M203,69.8,5.95,32,0
2025-05-04,M204,66.2,2.55,13,0
2025-05-04,M301,75.8,3.78,19,0
2025-05-04,M302,78.3,8.87,68,0
2025-05-04,M303,66.1,4.56,19,0
2025-05-04,M304,71.7,3.84,8,0
2025-05-04,M401,61.3,4.16,34,0
2025-05-04,M402,67.2,3.83,21,0
2025-05-04,M403,72.5,5.25,18,0
2025-05-04,M404,62.3,4.87,23,0
2025-05-05,M101,67.9,5.26,11,0
2025-05-05,M102,65.7,4.45,21,0
2025-05-05,M103,76.4,3.68,0,0
2025-05-05,M104,67.2,4.01,23,0
2025-05-05,M201,69.0,5.6,53,0
2025-05-05,M202,59.3,4.34,8,0
2025-05-05,M203,55.5,2.73,13,0
2025-05-05,M204,66.5,5.58,31,0
2025-05-05,M301,63.1,5.61,8,0
2025-05-05,M302,88.9,11.02,105,1
2025-05-05,M303,62.6,4.47,30,0
2025-05-05,M304,68.5,6.18,22,0
2025-05-05,M401,69.2,4.09,42,0
2025-05-05,M402,66.7,5.26,30,0
2025-05-05,M403,62.2,5.43,30,0
2025-05-05,M404,73.4,3.51,27,0
2025-05-06,M101,68.2,6.14,0,0
2025-05-06,M102,74.1,4.99,29,0
2025-05-06,M103,61.9,5.16,10,0
2025-05-06,M104,68.9,4.81,39,0
2025-05-06,M201,72.1,2.92,9,0
2025-05-06,M202,74.4,4.15,26,0
2025-05-06,M203,64.9,3.3,18,0
2025-05-06,M204,59.1,4.86,36,0
2025-05-06,M301,56.9,4.49,38,0
2025-05-06,M302,80.2,7.24,112,1
2025-05-06,M303,61.7,3.69,29,0
2025-05-06,M304,78.9,3.36,47,0
2025-05-06,M401,70.1,3.91,41,0
2025-05-06,M402,77.3,3.09,11,0
2025-05-06,M403,64.6,3.07,59,0
2025-05-06,M404,72.8,6.08,20,0
2025-05-07,M101,64.5,5.9,45,0
2025-05-07,M102,60.2,3.64,23,0
2025-05-07,M103,74.5,4.74,12,0
2025-05-07,M104,76.4,3.93,0,0
2025-05-07,M201,74.6,4.68,25,0
2025-05-07,M202,65.3,5.37,13,0
2025-05-07,M203,71.5,3.39,3,0
2025-05-07,M204,75.7,4.89,36,0
2025-05-07,M301,55.5,5.27,37,0
2025-05-07,M302,84.2,11.14,95,1
2025-05-07,M303,69.1,4.87,33,0
2025-05-07,M304,69.7,3.04,32,0
2025-05-07,M401,71.2,3.05,45,0
2025-05-07,M402,64.6,3.12,12,0
2025-05-07,M403,62.1,3.94,29,0
2025-05-07,M404,71.7,5.63,40,0
2025-05-08,M101,66.3,4.54,39,0
2025-05-08,M102,69.9,3.78,42,0
2025-05-08,M103,63.6,3.82,18,0
2025-05-08,M104,68.9,6.52,25,0
2025-05-08,M201,74.6,5.22,6,0
2025-05-08,M202,66.1,3.89,52,0
2025-05-08,M203,60.9,5.54,0,0
2025-05-08,M204,71.6,4.21,0,0
2025-05-08,M301,67.9,4.81,10,0
2025-05-08,M302,81.7,10.5,85,0
2025-05-08,M303,72.2,5.39,32,0
2025-05-08,M304,66.2,3.11,27,0
2025-05-08,M401,64.0,5.96,27,0
2025-05-08,M402,63.1,5.35,33,0
2025-05-08,M403,75.4,4.15,20,0
2025-05-08,M404,65.0,4.7,35,0
2025-05-09,M101,65.8,4.83,44,0
2025-05-09,M102,63.4,4.62,4,0
2025-05-09,M103,75.9,4.17,9,0
2025-05-09,M104,69.1,3.66,36,0
2025-05-09,M201,54.4,4.53,47,0
2025-05-09,M202,56.2,4.3,8,0
2025-05-09,M203,63.6,3.31,25,0
2025-05-09,M204,66.1,5.4,21,0
2025-05-09,M301,65.5,4.18,23,0
2025-05-09,M302,83.6,10.42,93,1
2025-05-09,M303,71.2,3.61,36,0
2025-05-09,M304,65.6,4.68,18,0
2025-05-09,M401,67.8,4.3,6,0
2025-05-09,M402,65.7,5.39,38,0
2025-05-09,M403,66.1,5.56,53,0
2025-05-09,M404,60.5,5.19,0,0
2025-05-10,M101,80.2,4.59,9,0
2025-05-10,M102,67.8,5.1,39,0
2025-05-10,M103,69.5,3.5,17,0
2025-05-10,M104,72.3,3.86,35,0
2025-05-10,M201,78.3,4.5,0,0
2025-05-10,M202,71.9,4.29,65,0
2025-05-10,M203,55.9,4.29,31,0
2025-05-10,M204,55.5,5.53,63,0
2025-05-10,M301,73.3,4.21,23,0
2025-05-10,M302,83.6,11.26,94,1
2025-05-10,M303,72.9,5.72,18,0
2025-05-10,M304,64.2,3.27,20,0
2025-05-10,M401,74.8,4.59,20,0
2025-05-10,M402,59.9,3.62,0,0
2025-05-10,M403,70.4,5.49,10,0
2025-05-10,M404,66.6,4.21,37,0
2025-05-11,M101,66.1,7.26,53,0
2025-05-11,M102,61.5,4.05,71,0
2025-05-11,M103,68.0,4.44,25,0
2025-05-11,M104,62.2,2.76,32,0
2025-05-11,M201,68.4,5.94,3,0
2025-05-11,M202,63.0,2.28,0,0
2025-05-11,M203,67.8,3.8,46,0
2025-05-11,M204,71.6,5.79,19,0
2025-05-11,M301,57.1,3.77,13,0
2025-05-11,M302,82.9,11.32,125,1
2025-05-11,M303,62.5,5.49,20,0
2025-05-11,M304,73.0,5.22,23,0
2025-05-11,M401,74.4,4.85,13,0
2025-05-11,M402,75.7,3.63,34,0
2025-05-11,M403,70.4,4.12,42,0
2025-05-11,M404,69.3,5.35,12,0
2025-05-12,M101,55.9,3.09,50,0
2025-05-12,M102,72.0,4.15,11,0
2025-05-12,M103,85.8,6.42,34,0
2025-05-12,M104,62.6,3.12,5,0
2025-05-12,M201,63.5,4.62,9,0
2025-05-12,M202,61.2,5.12,6,0
2025-05-12,M203,74.1,4.1,20,0
2025-05-12,M204,71.5,3.6,14,0
2025-05-12,M301,70.8,5.3,46,0
2025-05-12,M302,86.5,10.59,49,0
2025-05-12,M303,51.1,4.71,36,0
2025-05-12,M304,77.0,4.45,12,0
2025-05-12,M401,65.4,5.11,28,0
2025-05-12,M402,67.4,4.9,11,0
2025-05-12,M403,76.8,3.92,58,0
2025-05-12,M404,73.2,5.56,2,0
2025-05-13,M101,69.9,4.69,43,0
2025-05-13,M102,57.2,4.49,28,0
2025-05-13,M103,74.8,3.73,30,0
2025-05-13,M104,58.4,3.95,24,0
2025-05-13,M201,71.9,5.96,41,0
2025-05-13,M202,63.2,4.91,48,0
2025-05-13,M203,74.0,3.59,40,0
2025-05-13,M204,78.1,3.31,17,0
2025-05-13,M301,61.0,4.91,36,0
2025-05-13,M302,80.7,12.09,113,1
2025-05-13,M303,66.8,3.95,50,0
2025-05-13,M304,65.9,4.43,50,0
2025-05-13,M401,63.7,3.85,37,0
2025-05-13,M402,69.1,4.36,5,0
2025-05-13,M403,73.1,4.57,39,0
2025-05-13,M404,67.6,5.05,30,0
2025-05-14,M101,53.9,5.11,8,0
2025-05-14,M102,67.2,5.66,35,0
2025-05-14,M103,63.8,5.57,14,0
2025-05-14,M104,58.5,3.66,33,0
2025-05-14,M201,60.8,3.73,29,0
2025-05-14,M202,71.6,3.84,0,0
2025-05-14,M203,60.2,3.81,8,0
2025-05-14,M204,79.7,4.08,1,0
2025-05-14,M301,68.6,2.12,18,0
2025-05-14,M302,70.2,13.3,62,0
2025-05-14,M303,67.3,3.2,30,0
2025-05-14,M304,64.2,5.25,32,0
2025-05-14,M401,79.3,4.01,19,0
2025-05-14,M402,73.0,5.19,53,0
2025-05-14,M403,69.2,4.44,9,0
2025-05-14,M404,66.7,4.44,23,0
2025-05-15,M101,67.7,2.45,43,0
2025-05-15,M102,62.9,3.09,32,0
2025-05-15,M103,74.1,5.06,38,0
2025-05-15,M104,64.2,4.34,18,0
2025-05-15,M201,66.7,3.78,24,0
2025-05-15,M202,67.3,3.67,7,0
2025-05-15,M203,73.0,4.07,7,0
2025-05-15,M204,63.7,6.27,39,0
2025-05-15,M301,61.0,4.45,48,0
2025-05-15,M302,90.6,10.35,129,1
2025-05-15,M303,69.2,4.39,14,0
2025-05-15,M304,58.1,4.32,18,0
2025-05-15,M401,71.3,3.99,8,0
2025-05-15,M402,70.1,5.49,36,0
2025-05-15,M403,72.8,3.65,28,0
2025-05-15,M404,67.1,3.91,26,0
2025-05-16,M101,71.7,6.16,37,0
2025-05-16,M102,67.1,2.78,27,0
2025-05-16,M103,61.5,4.34,1,0
2025-05-16,M104,64.5,4.43,41,0
2025-05-16,M201,66.2,4.1,51,0
2025-05-16,M202,59.9,4.37,23,0
2025-05-16,M203,67.8,5.07,15,0
2025-05-16,M204,60.1,4.94,54,0
2025-05-16,M301,64.2,5.36,38,0
2025-05-16,M302,84.7,11.36,93,1
2025-05-16,M303,71.1,5.27,27,0
2025-05-16,M304,65.1,3.59,27,0
2025-05-16,M401,69.6,3.27,17,0
2025-05-16,M402,62.4,4.94,5,0
2025-05-16,M403,73.3,5.22,32,0
2025-05-16,M404,65.5,5.87,33,0
2025-05-17,M101,84.6,4.61,49,0
2025-05-17,M102,72.4,4.96,33,0
2025-05-17,M103,74.0,4.52,42,0
2025-05-17,M104,58.9,4.85,20,0
2025-05-17,M201,63.6,5.23,28,0
2025-05-17,M202,58.4,3.37,34,0
2025-05-17,M203,71.3,4.8,37,0
2025-05-17,M204,71.5,4.11,6,0
2025-05-17,M301,71.0,5.7,16,0
2025-05-17,M302,75.5,12.56,70,0
2025-05-17,M303,66.1,5.31,18,0
2025-05-17,M304,76.4,3.87,17,0
2025-05-17,M401,74.5,6.16,51,0
2025-05-17,M402,66.9,4.97,3,0
2025-05-17,M403,77.1,6.66,18,0
2025-05-17,M404,71.8,4.56,0,0
2025-05-18,M101,75.4,5.77,24,0
2025-05-18,M102,69.2,2.83,4,0
2025-05-18,M103,71.8,4.98,45,0
2025-05-18,M104,71.6,3.31,28,0
2025-05-18,M201,66.0,2.63,24,0
2025-05-18,M202,61.1,3.85,32,0
2025-05-18,M203,74.5,4.92,33,0
2025-05-18,M204,69.7,3.38,2,0
2025-05-18,M301,70.8,4.21,68,0
2025-05-18,M302,81.6,11.85,83,0
2025-05-18,M303,57.6,4.59,28,0
2025-05-18,M304,67.2,5.34,12,0
2025-05-18,M401,57.8,5.79,51,0
2025-05-18,M402,59.0,4.53,29,0
2025-05-18,M403,69.2,5.3,26,0
2025-05-18,M404,73.0,3.58,31,0
2025-05-19,M101,65.4,4.63,17,0
2025-05-19,M102,73.4,4.72,25,0
2025-05-19,M103,70.2,4.02,6,0
2025-05-19,M104,68.0,4.02,36,0
2025-05-19,M201,68.9,5.15,9,0
2025-05-19,M202,62.8,3.8,6,0
2025-05-19,M203,64.6,3.96,43,0
2025-05-19,M204,68.2,3.23,26,0
2025-05-19,M301,73.9,4.01,22,0
2025-05-19,M302,84.6,15.33,106,1
2025-05-19,M303,65.0,3.34,39,0
2025-05-19,M304,60.6,4.31,0,0
2025-05-19,M401,72.1,4.94,40,0
2025-05-19,M402,65.6,5.15,24,0
2025-05-19,M403,68.0,4.79,37,0
2025-05-19,M404,62.1,5.71,21,0
2025-05-20,M101,67.5,4.49,26,0
2025-05-20,M102,59.4,5.78,37,0
2025-05-20,M103,80.9,6.03,0,0
2025-05-20,M104,67.6,4.21,22,0
2025-05-20,M201,67.2,4.89,24,0
2025-05-20,M202,62.2,5.81,33,0
2025-05-20,M203,64.7,5.24,32,0
2025-05-20,M204,66.7,5.29,22,0
2025-05-20,M301,64.8,4.25,0,0
2025-05-20,M302,75.9,12.45,79,0
2025-05-20,M303,73.3,6.71,9,0
2025-05-20,M304,62.6,3.73,27,0
2025-05-20,M401,70.4,3.26,32,0
2025-05-20,M402,81.3,5.64,24,0
2025-05-20,M403,59.8,4.77,33,0
2025-05-20,M404,67.5,3.89,32,0
2025-05-21,M101,68.7,4.69,12,0
2025-05-21,M102,71.9,4.62,7,0
2025-05-21,M103,78.6,2.8,27,0
2025-05-21,M104,62.6,5.18,35,0
2025-05-21,M201,62.9,6.27,45,0
2025-05-21,M202,78.8,4.03,43,0
2025-05-21,M203,67.1,3.24,9,0
2025-05-21,M204,75.1,2.33,25,0
2025-05-21,M301,64.5,3.06,26,0
2025-05-21,M302,83.3,10.1,100,1
2025-05-21,M303,69.9,4.36,13,0
2025-05-21,M304,76.8,4.06,14,0
2025-05-21,M401,65.7,5.05,34,0
2025-05-21,M402,70.0,4.31,21,0
2025-05-21,M403,63.2,5.14,24,0
2025-05-21,M404,59.4,5.26,25,0
2025-05-22,M101,63.0,2.36,29,0
2025-05-22,M102,68.8,4.93,13,0
2025-05-22,M103,73.7,4.12,51,0
2025-05-22,M104,72.9,5.85,25,0
2025-05-22,M201,67.6,4.59,47,0
2025-05-22,M202,78.0,3.1,0,0
2025-05-22,M203,76.9,4.98,33,0
2025-05-22,M204,66.6,2.85,19,0
2025-05-22,M301,60.8,5.24,14,0
2025-05-22,M302,78.5,10.17,97,1
2025-05-22,M303,67.7,2.8,1,0
2025-05-22,M304,70.6,5.0,21,0
2025-05-22,M401,81.5,2.89,1,0
2025-05-22,M402,64.0,5.73,36,0
2025-05-22,M403,75.9,4.26,24,0
2025-05-22,M404,67.0,4.9,32,0
2025-05-23,M101,68.3,5.29,29,0
2025-05-23,M102,61.5,3.76,23,0
2025-05-23,M103,53.6,4.46,26,0
2025-05-23,M104,71.0,4.27,7,0
2025-05-23,M201,71.3,5.14,18,0
2025-05-23,M202,77.2,5.09,21,0
2025-05-23,M203,66.6,3.77,47,0
2025-05-23,M204,61.4,3.66,19,0
2025-05-23,M301,76.3,5.28,0,0
2025-05-23,M302,83.8,11.41,73,0
2025-05-23,M303,62.2,4.63,3,0
2025-05-23,M304,75.5,3.96,13,0
2025-05-23,M401,65.1,4.51,13,0
2025-05-23,M402,61.5,4.0,20,0
2025-05-23,M403,69.1,3.69,36,0
2025-05-23,M404,67.7,4.35,25,0
2025-05-24,M101,70.7,4.29,32,0
2025-05-24,M102,59.0,2.93,23,0
2025-05-24,M103,64.3,5.14,36,0
2025-05-24,M104,73.8,4.38,0,0
2025-05-24,M201,76.9,5.21,42,0
2025-05-24,M202,76.9,3.28,38,0
2025-05-24,M203,65.8,3.01,22,0
2025-05-24,M204,78.9,5.36,0,0
2025-05-24,M301,67.6,4.39,38,0
2025-05-24,M302,73.8,12.27,90,0
2025-05-24,M303,62.6,4.56,12,0
2025-05-24,M304,74.7,2.98,34,0
2025-05-24,M401,72.6,6.62,2,0
2025-05-24,M402,62.5,5.33,16,0
2025-05-24,M403,69.2,3.41,17,0
2025-05-24,M404,58.3,5.86,41,0
2025-05-25,M101,63.6,3.71,44,0
2025-05-25,M102,74.9,4.44,0,0
2025-05-25,M103,74.3,2.59,0,0
2025-05-25,M104,67.7,6.42,20,0
2025-05-25,M201,65.8,5.41,29,0
2025-05-25,M202,69.4,4.01,1,0
2025-05-25,M203,62.0,4.41,18,0
2025-05-25,M204,73.3,3.6,34,0
2025-05-25,M301,62.9,4.17,18,0
2025-05-25,M302,76.2,11.54,78,0
2025-05-25,M303,63.6,3.5,41,0
2025-05-25,M304,60.7,4.09,7,0
2025-05-25,M401,71.9,3.73,50,0
2025-05-25,M402,67.1,3.97,41,0
2025-05-25,M403,74.2,5.85,58,0
2025-05-25,M404,68.1,4.59,35,0
2025-05-26,M101,62.3,2.66,15,0
2025-05-26,M102,74.7,3.82,51,0
2025-05-26,M103,56.6,4.94,37,0
2025-05-26,M104,54.6,5.23,39,0
2025-05-26,M201,56.2,5.27,3,0
2025-05-26,M202,63.7,5.83,9,0
2025-05-26,M203,66.9,5.49,20,0
2025-05-26,M204,66.6,4.3,30,0
2025-05-26,M301,70.1,4.61,17,0
2025-05-26,M302,86.8,10.72,89,0
2025-05-26,M303,53.0,3.41,26,0
2025-05-26,M304,63.6,4.23,41,0
2025-05-26,M401,62.8,4.68,17,0
2025-05-26,M402,69.8,5.47,9,0
2025-05-26,M403,68.9,4.81,12,0
2025-05-26,M404,60.1,3.57,32,0
2025-05-27,M101,74.7,4.16,21,0
2025-05-27,M102,71.3,4.64,39,0
2025-05-27,M103,74.1,5.05,20,0
2025-05-27,M104,66.7,4.14,0,0
2025-05-27,M201,62.7,4.95,0,0
2025-05-27,M202,78.0,3.27,36,0
2025-05-27,M203,71.0,4.29,32,0
2025-05-27,M204,66.7,6.05,15,0
2025-05-27,M301,83.0,4.16,26,0
2025-05-27,M302,85.3,12.88,67,0
2025-05-27,M303,71.6,3.82,5,0
2025-05-27,M304,71.0,3.87,31,0
2025-05-27,M401,72.1,5.05,20,0
2025-05-27,M402,72.2,3.58,0,0
2025-05-27,M403,59.2,4.67,15,0
2025-05-27,M404,77.9,2.46,25,0
2025-05-28,M101,67.9,4.36,19,0
2025-05-28,M102,62.4,6.68,36,0
2025-05-28,M103,61.7,4.53,29,0
2025-05-28,M104,58.9,5.26,12,0
2025-05-28,M201,68.0,4.58,23,0
2025-05-28,M202,74.8,3.74,15,0
2025-05-28,M203,56.3,4.94,10,0
2025-05-28,M204,64.2,3.59,27,0
2025-05-28,M301,67.6,3.79,16,0
2025-05-28,M302,86.5,10.66,75,0
2025-05-28,M303,71.7,5.24,55,0
2025-05-28,M304,73.7,4.0,11,0
2025-05-28,M401,63.4,3.69,37,0
2025-05-28,M402,72.7,4.85,9,0
2025-05-28,M403,66.8,3.27,29,0
2025-05-28,M404,65.5,4.6,19,0
2025-05-29,M101,62.0,4.65,9,0
2025-05-29,M102,62.0,4.14,19,0
2025-05-29,M103,66.6,5.42,19,0
2025-05-29,M104,82.6,3.17,56,0
2025-05-29,M201,67.4,3.72,43,0
2025-05-29,M202,68.6,6.1,30,0
2025-05-29,M203,68.1,2.0,11,0
2025-05-29,M204,63.6,4.7,6,0
2025-05-29,M301,68.8,5.05,4,0
2025-05-29,M302,92.3,7.97,68,0
2025-05-29,M303,64.3,3.9,43,0
2025-05-29,M304,68.6,4.22,32,0
2025-05-29,M401,61.2,4.88,12,0
2025-05-29,M402,66.6,3.61,17,0
2025-05-29,M403,70.9,5.54,26,0
2025-05-29,M404,68.1,4.64,8,0
2025-05-30,M101,61.6,4.63,36,0
2025-05-30,M102,70.1,2.46,27,0
2025-05-30,M103,73.3,4.32,25,0
2025-05-30,M104,68.5,4.04,20,0
2025-05-30,M201,67.6,3.28,22,0
2025-05-30,M202,69.2,6.14,20,0
2025-05-30,M203,76.3,5.42,12,0
2025-05-30,M204,64.8,6.26,24,0
2025-05-30,M301,68.5,6.13,36,0
2025-05-30,M302,82.1,11.37,96,1
2025-05-30,M303,59.9,3.11,10,0
2025-05-30,M304,69.2,4.99,7,0
2025-05-30,M401,57.0,6.33,46,0
2025-05-30,M402,61.0,3.22,13,0
2025-05-30,M403,72.2,2.85,24,0
2025-05-30,M404,66.4,5.45,17,0
2025-05-31,M101,72.9,4.86,23,0
2025-05-31,M102,56.9,4.93,19,0
2025-05-31,M103,70.1,6.0,14,0
2025-05-31,M104,68.6,2.58,24,0
2025-05-31,M201,64.2,4.65,70,0
2025-05-31,M202,63.9,5.32,32,0
2025-05-31,M203,73.3,5.31,22,0
2025-05-31,M204,66.3,6.46,27,0
2025-05-31,M301,62.7,5.55,45,0
2025-05-31,M302,85.4,9.57,95,1
2025-05-31,M303,64.5,4.17,25,0
2025-05-31,M304,68.4,3.4,17,0
2025-05-31,M401,68.5,3.02,18,0
2025-05-31,M402,60.5,5.69,20,0
2025-05-31,M403,71.3,4.29,16,0
2025-05-31,M404,90.1,4.16,0,0
2025-06-01,M101,58.8,4.64,26,0
2025-06-01,M102,70.0,3.04,23,0
2025-06-01,M103,60.9,5.2,28,0
2025-06-01,M104,64.8,2.0,23,0
2025-06-01,M201,58.5,3.24,37,0
2025-06-01,M202,68.8,5.12,3,0
2025-06-01,M203,78.1,5.43,19,0
2025-06-01,M204,71.2,6.42,28,0
2025-06-01,M301,70.6,5.56,33,0
2025-06-01,M302,80.8,14.57,91,1
2025-06-01,M303,71.5,5.76,13,0
2025-06-01,M304,66.0,4.58,31,0
2025-06-01,M401,63.3,3.54,12,0
2025-06-01,M402,60.5,4.5,1,0
2025-06-01,M403,69.1,4.64,23,0
2025-06-01,M404,68.8,4.45,62,0
2025-06-02,M101,74.1,4.12,26,0
2025-06-02,M102,70.4,4.45,35,0
2025-06-02,M103,77.6,4.21,26,0
2025-06-02,M104,66.1,4.74,10,0
2025-06-02,M201,75.9,2.39,27,0
2025-06-02,M202,73.9,3.16,27,0
2025-06-02,M203,56.8,5.59,44,0
2025-06-02,M204,62.0,5.0,2,0
2025-06-02,M301,72.4,5.32,27,0
2025-06-02,M302,87.9,12.33,63,0
2025-06-02,M303,71.8,4.18,15,0
2025-06-02,M304,80.3,5.08,12,0
2025-06-02,M401,70.6,6.31,34,0
2025-06-02,M402,68.7,4.83,1,0
2025-06-02,M403,66.1,4.6,16,0
2025-06-02,M404,73.5,2.12,8,0
2025-06-03,M101,69.1,6.23,10,0
2025-06-03,M102,72.1,5.6,17,0
2025-06-03,M103,60.3,4.47,42,0
2025-06-03,M104,68.6,3.4,29,0
2025-06-03,M201,62.4,4.44,33,0
2025-06-03,M202,65.7,3.13,17,0
2025-06-03,M203,72.6,4.22,44,0
2025-06-03,M204,65.4,5.03,28,0
2025-06-03,M301,63.8,3.65,7,0
2025-06-03,M302,87.8,10.71,77,0
2025-06-03,M303,53.9,2.04,19,0
2025-06-03,M304,59.9,4.74,36,0
2025-06-03,M401,68.4,3.28,0,0
2025-06-03,M402,65.8,4.16,20,0
2025-06-03,M403,69.6,3.53,41,0
2025-06-03,M404,62.8,3.32,14,0
2025-06-04,M101,67.2,5.91,35,0
2025-06-04,M102,66.6,6.21,46,0
2025-06-04,M103,62.3,4.09,19,0
2025-06-04,M104,73.2,6.23,9,0
2025-06-04,M201,78.9,5.19,20,0
2025-06-04,M202,65.1,2.94,23,0
2025-06-04,M203,57.6,5.46,30,0
2025-06-04,M204,61.8,5.74,32,0
2025-06-04,M301,67.0,4.15,5,0
2025-06-04,M302,72.4,8.58,91,1
2025-06-04,M303,68.3,4.53,0,0
2025-06-04,M304,73.2,4.49,31,0
2025-06-04,M401,67.7,5.55,0,0
2025-06-04,M402,63.0,6.51,26,0
2025-06-04,M403,60.9,4.42,19,0
2025-06-04,M404,60.0,5.37,33,0
2025-06-05,M101,58.4,4.41,16,0
2025-06-05,M102,67.6,3.09,6,0
2025-06-05,M103,65.6,4.04,10,0
2025-06-05,M104,74.0,5.25,30,0
2025-06-05,M201,70.1,4.27,49,0
2025-06-05,M202,60.5,4.01,26,0
2025-06-05,M203,71.7,4.19,31,0
2025-06-05,M204,67.0,4.09,66,0
2025-06-05,M301,71.6,2.82,43,0
2025-06-05,M302,74.6,13.43,89,0
2025-06-05,M303,62.1,1.05,30,0
2025-06-05,M304,62.7,4.4,12,0
2025-06-05,M401,72.7,3.73,14,0
2025-06-05,M402,61.6,5.07,6,0
2025-06-05,M403,74.2,4.88,40,0
2025-06-05,M404,57.3,3.5,39,0
2025-06-06,M101,55.5,4.3,32,0
2025-06-06,M102,71.9,6.59,44,0
2025-06-06,M103,72.7,3.53,23,0
2025-06-06,M104,73.5,3.38,22,0
2025-06-06,M201,57.5,3.01,29,0
2025-06-06,M202,71.1,3.56,17,0
2025-06-06,M203,63.9,3.8,26,0
2025-06-06,M204,61.1,3.97,43,0
2025-06-06,M301,64.5,5.26,24,0
2025-06-06,M302,80.5,10.77,97,1
2025-06-06,M303,70.9,4.27,23,0
2025-06-06,M304,66.3,5.14,4,0
2025-06-06,M401,68.4,5.73,5,0
2025-06-06,M402,77.5,4.33,16,0
2025-06-06,M403,68.0,4.54,47,0
2025-06-06,M404,64.6,4.96,16,0
2025-06-07,M101,71.6,4.91,31,0
2025-06-07,M102,63.2,4.88,4,0
2025-06-07,M103,69.8,5.35,0,0
2025-06-07,M104,70.5,4.39,37,0
2025-06-07,M201,64.9,3.84,14,0
2025-06-07,M202,68.9,5.08,0,0
2025-06-07,M203,70.1,3.62,27,0
2025-06-07,M204,68.9,2.84,21,0
2025-06-07,M301,60.7,4.59,23,0
2025-06-07,M302,73.5,10.83,83,0
2025-06-07,M303,56.9,4.47,34,0
2025-06-07,M304,65.5,3.96,1,0
2025-06-07,M401,69.0,3.6,30,0
2025-06-07,M402,70.0,5.79,24,0
2025-06-07,M403,73.0,3.94,8,0
2025-06-07,M404,68.8,5.74,35,0
2025-06-08,M101,71.5,3.53,42,0
2025-06-08,M102,73.2,6.52,7,0
2025-06-08,M103,76.2,5.05,19,0
2025-06-08,M104,67.3,4.9,10,0
2025-06-08,M201,72.2,3.55,17,0
2025-06-08,M202,63.5,5.49,28,0
