Date,Material_ID,Stock_Qty,Daily_Consumption,Reorder_Level,Lead_Time_Days
2025-06-19,RM09,3286,158,1397,24
2025-06-19,RM10,949,167,840,6
2025-06-19,RM11,3189,102,817,15
2025-06-19,RM12,4009,175,1257,9
2025-06-20,RM01,1178,157,1399,22
2025-06-20,RM02,4735,187,1003,18
2025-06-20,RM03,987,163,1306,8
2025-06-20,RM04,3958,153,854,10
2025-06-20,RM05,2578,87,1291,24
2025-06-20,RM06,3017,112,1281,16
2025-06-20,RM07,3542,152,1432,25
2025-06-20,RM08,369,64,1212,47
2025-06-20,RM09,1683,54,1114,22
2025-06-20,RM10,1471,145,1369,19
2025-06-20,RM11,4893,60,1042,11
2025-06-20,RM12,2339,63,827,15
2025-06-21,RM01,2261,148,1202,19
2025-06-21,RM02,820,96,1331,6
2025-06-21,RM03,3067,65,1013,15
2025-06-21,RM04,2795,70,806,19
2025-06-21,RM05,3938,176,998,21
2025-06-21,RM06,1109,113,1241,19
2025-06-21,RM07,4169,113,880,9
2025-06-21,RM08,929,124,1161,35
2025-06-21,RM09,4306,76,1055,16
2025-06-21,RM10,750,92,810,8
2025-06-21,RM11,4588,55,1356,12
2025-06-21,RM12,1137,101,1095,17
2025-06-22,RM01,4602,71,821,8
2025-06-22,RM02,3277,84,1273,5
2025-06-22,RM03,1869,162,1267,15
2025-06-22,RM04,1912,71,1419,18
2025-06-22,RM05,3106,129,1048,22
2025-06-22,RM06,3670,91,1308,8
2025-06-22,RM07,2057,193,1166,16
2025-06-22,RM08,497,126,1338,41
2025-06-22,RM09,1752,184,807,9
2025-06-22,RM10,4674,164,1189,15
2025-06-22,RM11,1880,148,974,11
2025-06-22,RM12,2442,71,1219,23
2025-06-23,RM01,1363,136,802,12
2025-06-23,RM02,1669,186,1478,14
2025-06-23,RM03,3313,95,1144,15
2025-06-23,RM04,3702,164,1442,21
2025-06-23,RM05,922,187,841,21
2025-06-23,RM06,3710,139,1291,11
2025-06-23,RM07,1664,178,1442,23
2025-06-23,RM08,244,128,895,46
2025-06-23,RM09,2460,94,1359,19
2025-06-23,RM10,1957,74,981,24
2025-06-23,RM11,4092,152,1090,7
2025-06-23,RM12,2399,152,1435,8
2025-06-24,RM01,3237,190,860,25
2025-06-24,RM02,994,183,1071,18
2025-06-24,RM03,1110,159,834,7
2025-06-24,RM04,1848,63,864,25
2025-06-24,RM05,1883,77,940,9
2025-06-24,RM06,3410,128,1302,22
2025-06-24,RM07,1751,184,1271,12
2025-06-24,RM08,1084,179,1384,44
2025-06-24,RM09,2361,154,1384,25
2025-06-24,RM10,4644,82,970,5
2025-06-24,RM11,3252,194,907,6
2025-06-24,RM12,2276,169,1475,16
2025-06-25,RM01,1248,170,1073,11
2025-06-25,RM02,1987,127,880,8
2025-06-25,RM03,3094,55,1381,20
2025-06-25,RM04,3568,81,862,9
2025-06-25,RM05,2677,51,1151,17
2025-06-25,RM06,4893,194,967,23
2025-06-25,RM07,3812,78,824,8
2025-06-25,RM08,946,155,1485,50
2025-06-25,RM09,1393,196,1072,14
2025-06-25,RM10,2135,53,1155,14
2025-06-25,RM11,1010,109,1225,7
2025-06-25,RM12,4599,128,1493,8
2025-06-26,RM01,3537,130,1063,19
2025-06-26,RM02,3468,106,1123,10
2025-06-26,RM03,3532,169,928,21
2025-06-26,RM04,3086,50,1158,16
2025-06-26,RM05,3488,121,870,9
2025-06-26,RM06,1312,182,1298,5
2025-06-26,RM07,1216,128,810,15
2025-06-26,RM08,832,124,1219,41
2025-06-26,RM09,3765,165,963,10
2025-06-26,RM10,3503,191,1029,14
2025-06-26,RM11,3391,144,1419,13
2025-06-26,RM12,3094,97,1241,19
2025-06-27,RM01,2196,182,1183,14
2025-06-27,RM02,3250,62,958,5
2025-06-27,RM03,2545,168,962,5
2025-06-27,RM04,3601,187,961,19
2025-06-27,RM05,4938,146,881,17
2025-06-27,RM06,4654,181,1135,9
2025-06-27,RM07,702,60,1228,13
2025-06-27,RM08,782,106,1089,44
2025-06-27,RM09,1443,88,1039,5
2025-06-27,RM10,640,100,852,8
2025-06-27,RM11,1403,112,942,7
2025-06-27,RM12,3686,113,1412,12
2025-06-28,RM01,4910,154,1327,22
2025-06-28,RM02,2945,154,1236,23
2025-06-28,RM03,3913,153,1294,21
2025-06-28,RM04,2145,181,927,13
2025-06-28,RM05,3412,196,888,12
2025-06-28,RM06,1998,70,1414,10
2025-06-28,RM07,617,99,1473,13
2025-06-28,RM08,1132,157,1384,45
2025-06-28,RM09,952,110,1222,13
2025-06-28,RM10,2983,115,1477,13
2025-06-28,RM11,3619,116,1109,24
2025-06-28,RM12,1627,66,877,25
2025-06-29,RM01,614,163,814,18
2025-06-29,RM02,866,103,1448,16
2025-06-29,RM03,807,93,1219,12
2025-06-29,RM04,1234,74,1447,15
2025-06-29,RM05,4277,58,1063,8
2025-06-29,RM06,661,120,1238,14
2025-06-29,RM07,2643,108,1344,17
2025-06-29,RM08,729,59,867,44
2025-06-29,RM09,3021,174,1385,13
2025-06-29,RM10,874,136,1449,25
2025-06-29,RM11,4544,106,1133,25
2025-06-29,RM12,4649,135,1075,6
2025-06-30,RM01,1397,112,907,18
2025-06-30,RM02,4688,90,1254,24
2025-06-30,RM03,3426,50,1223,6
2025-06-30,RM04,1799,135,994,8
2025-06-30,RM05,703,133,824,5
2025-06-30,RM06,3912,123,1315,20
2025-06-30,RM07,1513,187,1381,19
2025-06-30,RM08,892,58,1046,42
2025-06-30,RM09,2425,141,1456,20
2025-06-30,RM10,4685,105,801,8
2025-06-30,RM11,1318,72,1270,9
2025-06-30,RM12,688,199,1091,24
2025-07-01,RM01,2821,132,1273,23
2025-07-01,RM02,1073,66,1011,22
2025-07-01,RM03,2586,65,988,8
2025-07-01,RM04,722,80,1197,18
2025-07-01,RM05,1306,135,1017,22
2025-07-01,RM06,3905,64,1224,7
2025-07-01,RM07,4590,169,1205,5
2025-07-01,RM08,206,133,1341,40
2025-07-01,RM09,1506,171,907,9
2025-07-01,RM10,4351,112,961,20
2025-07-01,RM11,3759,133,1458,22
2025-07-01,RM12,4549,68,861,22
2025-07-02,RM01,3320,178,1407,9
2025-07-02,RM02,2878,154,1477,7
2025-07-02,RM03,3973,68,1312,12
2025-07-02,RM04,3412,82,1478,16
2025-07-02,RM05,3099,167,1187,18
2025-07-02,RM06,4469,162,1424,22
2025-07-02,RM07,522,126,925,15
2025-07-02,RM08,881,73,888,47
2025-07-02,RM09,3431,123,821,11
2025-07-02,RM10,3094,127,942,9
2025-07-02,RM11,3977,155,1477,24
2025-07-02,RM12,4031,164,1221,23
2025-07-03,RM01,4729,196,810,18
2025-07-03,RM02,916,192,978,19
2025-07-03,RM03,4622,152,812,8
2025-07-03,RM04,2642,112,1307,8
2025-07-03,RM05,3973,60,1097,13
2025-07-03,RM06,4441,103,1364,6
2025-07-03,RM07,2424,74,802,14
2025-07-03,RM08,1096,68,1178,38
2025-07-03,RM09,3419,173,855,20
2025-07-03,RM10,1069,106,812,22
2025-07-03,RM11,4368,128,1427,21
2025-07-03,RM12,665,96,1056,21
2025-07-04,RM01,3337,53,1500,17
2025-07-04,RM02,2872,88,825,12
2025-07-04,RM03,1477,61,954,11
2025-07-04,RM04,1551,195,1454,11
2025-07-04,RM05,2545,138,1077,25
2025-07-04,RM06,921,145,1261,12
2025-07-04,RM07,1170,100,1373,12
2025-07-04,RM08,697,169,1365,40
2025-07-04,RM09,1101,78,1410,9
2025-07-04,RM10,3694,130,1455,25
2025-07-04,RM11,4434,144,887,12
2025-07-04,RM12,3138,195,1189,14
2025-07-05,RM01,894,160,863,17
2025-07-05,RM02,4167,154,1072,18
2025-07-05,RM03,4472,87,1078,7
2025-07-05,RM04,2214,153,1457,14
2025-07-05,RM05,2307,184,1134,13
2025-07-05,RM06,2925,166,1149,23
2025-07-05,RM07,1378,175,1410,15
2025-07-05,RM08,225,180,1037,45
2025-07-05,RM09,1712,199,1282,18
2025-07-05,RM10,2451,63,1244,17
2025-07-05,RM11,2399,68,1249,6
2025-07-05,RM12,4758,89,892,25
2025-07-06,RM01,835,136,1438,24
2025-07-06,RM02,1954,191,1049,20
2025-07-06,RM03,2411,186,1140,10
2025-07-06,RM04,3574,108,1068,22
2025-07-06,RM05,3107,69,1237,8
2025-07-06,RM06,1132,148,1154,6
2025-07-06,RM07,1250,74,1021,15
2025-07-06,RM08,1155,92,1225,40
2025-07-06,RM09,1758,100,1188,24
2025-07-06,RM10,3279,190,1034,21
2025-07-06,RM11,2748,148,848,24
2025-07-06,RM12,3215,58,1109,9
2025-07-07,RM01,4979,86,1124,22
2025-07-07,RM02,1691,169,1497,17
2025-07-07,RM03,1125,179,1313,11
2025-07-07,RM04,3564,140,1315,7
2025-07-07,RM05,3786,122,838,23
2025-07-07,RM06,2946,169,879,21
2025-07-07,RM07,4829,85,1409,21
2025-07-07,RM08,678,177,1201,35
2025-07-07,RM09,3935,142,1060,8
2025-07-07,RM10,3428,52,1473,21
2025-07-07,RM11,4000,183,1251,8
2025-07-07,RM12,931,70,1020,5
2025-07-08,RM01,3886,67,950,15
2025-07-08,RM02,2012,66,1231,5
2025-07-08,RM03,2156,164,1203,16
2025-07-08,RM04,1361,153,1117,12
2025-07-08,RM05,4151,134,1407,10
2025-07-08,RM06,4987,147,1356,16
2025-07-08,RM07,2712,75,975,10
2025-07-08,RM08,1122,103,1129,45
2025-07-08,RM09,2559,116,1050,8
2025-07-08,RM10,802,197,1056,8
2025-07-08,RM11,1963,168,1038,17
2025-07-08,RM12,3772,88,1133,11
2025-07-09,RM01,1373,110,893,16
2025-07-09,RM02,859,107,823,13
2025-07-09,RM03,4941,124,1128,5
2025-07-09,RM04,2314,58,837,7
2025-07-09,RM05,1898,61,1102,15
2025-07-09,RM06,4175,125,1292,16
2025-07-09,RM07,4073,72,1276,24
2025-07-09,RM08,553,67,1457,45
2025-07-09,RM09,4657,155,1394,13
2025-07-09,RM10,1345,88,1320,20
2025-07-09,RM11,2967,71,947,20
2025-07-09,RM12,4203,88,1300,8
2025-07-10,RM01,1901,71,1419,14
2025-07-10,RM02,4922,187,1005,20
2025-07-10,RM03,2460,104,856,12
2025-07-10,RM04,3968,138,1472,16
2025-07-10,RM05,4189,67,1047,17
2025-07-10,RM06,3414,83,942,15
2025-07-10,RM07,537,83,1254,9
2025-07-10,RM08,874,166,1482,50
2025-07-10,RM09,725,72,976,6
2025-07-10,RM10,4873,191,1152,6
2025-07-10,RM11,3304,165,986,7
2025-07-10,RM12,2718,190,1410,22
2025-07-11,RM01,2524,79,894,12
2025-07-11,RM02,4683,160,1363,23
2025-07-11,RM03,2514,127,834,16
2025-07-11,RM04,3517,132,1457,9
2025-07-11,RM05,3749,55,1195,13
2025-07-11,RM06,697,137,1205,25
2025-07-11,RM07,3017,85,1421,11
2025-07-11,RM08,723,52,1389,45
2025-07-11,RM09,1066,177,1500,15
2025-07-11,RM10,1962,133,803,20
2025-07-11,RM11,4028,155,974,12
2025-07-11,RM12,1749,187,980,24
2025-07-12,RM01,1824,53,1153,15
2025-07-12,RM02,2501,150,1127,21
2025-07-12,RM03,2061,83,1000,7
2025-07-12,RM04,3089,118,1331,22
2025-07-12,RM05,2675,65,1385,9
2025-07-12,RM06,2669,184,1079,7
2025-07-12,RM07,2920,160,960,13
2025-07-12,RM08,1077,128,1145,40
2025-07-12,RM09,4592,199,1279,25
2025-07-12,RM10,2029,99,889,19
2025-07-12,RM11,2484,91,890,24
2025-07-12,RM12,1381,180,834,25
2025-07-13,RM01,4677,90,1480,25
2025-07-13,RM02,2318,59,1268,22
2025-07-13,RM03,2752,185,1151,11
2025-07-13,RM04,4255,61,1038,10
2025-07-13,RM05,1613,160,1142,7
2025-07-13,RM06,1502,143,1237,15
2025-07-13,RM07,4230,98,1249,12
2025-07-13,RM08,249,85,1249,49
2025-07-13,RM09,4332,174,1227,22
2025-07-13,RM10,3201,175,1040,25
2025-07-13,RM11,1743,157,827,14
2025-07-13,RM12,3514,59,1157,20
2025-07-14,RM01,642,73,897,9
2025-07-14,RM02,1620,52,1178,15
2025-07-14,RM03,4686,151,1333,11
2025-07-14,RM04,1881,66,1269,15
2025-07-14,RM05,894,87,1086,25
2025-07-14,RM06,3393,144,1464,25
2025-07-14,RM07,1708,166,1061,17
2025-07-14,RM08,896,123,1111,42
2025-07-14,RM09,2053,83,965,10
2025-07-14,RM10,2072,93,876,19
2025-07-14,RM11,2109,97,1488,5
2025-07-14,RM12,4551,97,928,11
2025-07-15,RM01,750,127,1360,14
2025-07-15,RM02,2863,56,812,5
2025-07-15,RM03,2739,105,1107,16
2025-07-15,RM04,2866,150,989,13
2025-07-15,RM05,1886,84,1312,20
2025-07-15,RM06,1084,89,1295,20
2025-07-15,RM07,1943,112,1002,13
2025-07-15,RM08,658,55,1071,40
2025-07-15,RM09,4861,123,1045,13
2025-07-15,RM10,4505,87,1453,17
2025-07-15,RM11,1732,144,1384,15
2025-07-15,RM12,3017,123,1372,22
2025-07-16,RM01,1833,139,1391,20
2025-07-16,RM02,3671,144,1409,16
2025-07-16,RM03,4533,197,1056,18
2025-07-16,RM04,1371,56,803,12
2025-07-16,RM05,4648,73,854,19
2025-07-16,RM06,3956,106,1143,9
2025-07-16,RM07,1397,194,1018,17
2025-07-16,RM08,388,120,1195,43
2025-07-16,RM09,2854,132,1208,23
2025-07-16,RM10,3640,152,1224,15
2025-07-16,RM11,592,57,1305,10
2025-07-16,RM12,3993,86,1086,25
2025-07-17,RM01,3060,110,861,7
2025-07-17,RM02,3843,86,1271,8
2025-07-17,RM03,2349,183,1141,14
2025-07-17,RM04,4438,129,1439,24
2025-07-17,RM05,2945,192,1095,7
2025-07-17,RM06,2943,161,1128,10
2025-07-17,RM07,2771,131,1028,23
2025-07-17,RM08,576,139,1078,50
2025-07-17,RM09,2923,134,1324,7
2025-07-17,RM10,4281,119,1410,14
2025-07-17,RM11,1501,53,977,15
2025-07-17,RM12,1652,134,868,10
2025-07-18,RM01,4961,193,1411,16
2025-07-18,RM02,4092,181,887,17
2025-07-18,RM03,1112,130,1160,17
2025-07-18,RM04,544,78,1117,21
2025-07-18,RM05,1004,162,1232,21
2025-07-18,RM06,1462,169,1085,16
2025-07-18,RM07,744,127,1316,6
2025-07-18,RM08,244,89,1185,35
2025-07-18,RM09,4578,86,964,21
2025-07-18,RM10,2588,53,1416,23
2025-07-18,RM11,2445,83,1311,14
2025-07-18,RM12,2703,165,1316,24
2025-07-19,RM01,2921,132,974,19
2025-07-19,RM02,1845,66,1179,21
2025-07-19,RM03,3264,130,1215,7
2025-07-19,RM04,2021,126,1428,25
2025-07-19,RM05,2417,85,1406,20
2025-07-19,RM06,3085,58,1079,9
2025-07-19,RM07,2192,74,1214,6
2025-07-19,RM08,342,108,1306,48
2025-07-19,RM09,3532,172,987,24
2025-07-19,RM10,4649,149,1442,14
2025-07-19,RM11,4754,180,1149,16
2025-07-19,RM12,4247,57,1179,18
2025-07-20,RM01,642,170,1172,15
2025-07-20,RM02,4362,100,1434,16
2025-07-20,RM03,1836,71,1345,23
2025-07-20,RM04,4828,77,1436,25
2025-07-20,RM05,2580,138,1087,6
2025-07-20,RM06,4602,155,1166,13
2025-07-20,RM07,1913,70,1347,23
2025-07-20,RM08,734,143,1359,36
2025-07-20,RM09,2116,163,1194,6
2025-07-20,RM10,4962,50,1125,9
2025-07-20,RM11,2556,152,824,9
2025-07-20,RM12,1658,120,928,13
2025-07-21,RM01,1488,173,1033,7
2025-07-21,RM02,4621,148,957,14
2025-07-21,RM03,4191,113,1221,13
2025-07-21,RM04,3027,143,834,22
2025-07-21,RM05,4127,67,1045,5
2025-07-21,RM06,2977,94,1033,9
2025-07-21,RM07,3156,56,1083,15
2025-07-21,RM08,580,78,853,50
2025-07-21,RM09,4034,58,1321,9
2025-07-21,RM10,769,50,916,9
2025-07-21,RM11,1341,115,890,6
2025-07-21,RM12,1680,180,1318,16
2025-07-22,RM01,3866,124,1411,6
2025-07-22,RM02,3716,84,1458,5
2025-07-22,RM03,1823,61,1436,15
2025-07-22,RM04,1869,81,907,5
2025-07-22,RM05,4939,133,1144,21
2025-07-22,RM06,1839,71,1301,17
2025-07-22,RM07,1644,84,1301,21
2025-07-22,RM08,933,80,932,47
2025-07-22,RM09,3561,82,1250,23
2025-07-22,RM10,4527,51,1057,17
2025-07-22,RM11,872,165,912,10
2025-07-22,RM12,4865,53,919,11
2025-07-23,RM01,590,181,1485,6
2025-07-23,RM02,2724,139,950,23
2025-07-23,RM03,3303,59,808,13
2025-07-23,RM04,2230,78,1479,16
2025-07-23,RM05,4675,104,1083,25
2025-07-23,RM06,3090,148,1090,20
2025-07-23,RM07,2949,179,1477,19
2025-07-23,RM08,358,198,1447,47
2025-07-23,RM09,1078,153,1467,7
2025-07-23,RM10,1150,116,1198,18
2025-07-23,RM11,3629,105,988,17
2025-07-23,RM12,4067,107,1482,18
2025-07-24,RM01,1159,188,938,21
2025-07-24,RM02,4105,167,1191,21
2025-07-24,RM03,4948,124,1179,9
2025-07-24,RM04,4757,127,1318,25
2025-07-24,RM05,3110,150,1240,7
2025-07-24,RM06,1992,107,1151,18
2025-07-24,RM07,4102,125,1322,15
2025-07-24,RM08,377,57,1154,44
2025-07-24,RM09,2676,155,1348,8
2025-07-24,RM10,2114,80,1071,11
2025-07-24,RM11,1956,128,1278,8
2025-07-24,RM12,1959,110,1330,25
2025-07-25,RM01,764,90,1261,11
2025-07-25,RM02,905,135,1106,15
2025-07-25,RM03,2783,93,1296,5
2025-07-25,RM04,2923,94,1056,7
2025-07-25,RM05,2333,51,1139,9
2025-07-25,RM06,4830,90,830,23
2025-07-25,RM07,4403,53,1460,24
2025-07-25,RM08,353,161,898,47
2025-07-25,RM09,2504,169,1225,17
2025-07-25,RM10,2086,183,1170,14
2025-07-25,RM11,1584,133,1500,22
2025-07-25,RM12,1699,130,1325,24
2025-07-26,RM01,558,74,953,11
2025-07-26,RM02,710,108,972,8
2025-07-26,RM03,4453,151,1324,24
2025-07-26,RM04,3271,195,1214,16
2025-07-26,RM05,3139,90,879,25
2025-07-26,RM06,1219,175,1364,20
2025-07-26,RM07,638,92,1312,5
2025-07-26,RM08,527,55,1051,41
2025-07-26,RM09,946,129,925,17
2025-07-26,RM10,3584,55,968,20
2025-07-26,RM11,1176,194,990,14
2025-07-26,RM12,948,181,992,19
2025-07-27,RM01,2759,75,820,5
2025-07-27,RM02,4283,84,1159,19
2025-07-27,RM03,608,81,846,9
2025-07-27,RM04,4977,199,1022,15
2025-07-27,RM05,962,160,801,25
2025-07-27,RM06,4687,100,1320,13
2025-07-27,RM07,1710,73,1049,24
2025-07-27,RM08,1002,73,1500,43
2025-07-27,RM09,1463,173,946,21
2025-07-27,RM10,4331,94,1420,13
2025-07-27,RM11,2087,71,1276,12
2025-07-27,RM12,3320,67,994,18
2025-07-28,RM01,4037,79,916,11
2025-07-28,RM02,3474,147,1463,23
2025-07-28,RM03,3361,142,1111,25
2025-07-28,RM04,1117,190,861,19
2025-07-28,RM05,4976,137,1150,22
2025-07-28,RM06,4545,110,1068,17
2025-07-28,RM07,1514,97,1182,18
2025-07-28,RM08,1122,118,829,48
2025-07-28,RM09,1914,165,1037,11
2025-07-28,RM10,2280,118,1176,6
2025-07-28,RM11,4288,74,1488,13
2025-07-28,RM12,1531,192,1238,24
2025-07-29,RM01,668,171,1291,12
2025-07-29,RM02,730,116,959,15
2025-07-29,RM03,3112,71,1287,12
2025-07-29,RM04,692,176,1274,9
2025-07-29,RM05,4473,75,1444,10
2025-07-29,RM06,4250,193,1470,21
2025-07-29,RM07,4530,188,1264,9
2025-07-29,RM08,985,137,809,47
2025-07-29,RM09,889,102,880,25
2025-07-29,RM10,1901,145,1090,11
2025-07-29,RM11,4703,161,1231,12
2025-07-29,RM12,1782,108,1432,15
2025-07-30,RM01,3580,78,1363,20
2025-07-30,RM02,2223,105,1402,9
2025-07-30,RM03,3188,51,951,11
2025-07-30,RM04,1078,136,1383,15
2025-07-30,RM05,3355,89,1018,10
2025-07-30,RM06,2417,136,1411,8
2025-07-30,RM07,1150,141,895,6
2025-07-30,RM08,243,195,1293,50
2025-07-30,RM09,1524,180,903,10
2025-07-30,RM10,906,198,914,22
2025-07-30,RM11,4635,52,1329,19
2025-07-30,RM12,3231,60,850,6
2025-07-31,RM01,2307,190,1445,21
2025-07-31,RM02,1321,106,931,8
2025-07-31,RM03,757,152,822,12
2025-07-31,RM04,3738,98,1032,5
2025-07-31,RM05,4540,194,1210,13
2025-07-31,RM06,1086,152,1395,10
2025-07-31,RM07,514,83,1314,19
2025-07-31,RM08,818,123,1099,42
2025-07-31,RM09,4019,146,1421,24
2025-07-31,RM10,518,198,915,25
2025-07-31,RM11,892,105,881,10
2025-07-31,RM12,2475,198,1452,19
2025-08-01,RM01,4634,119,1074,6
2025-08-01,RM02,3803,51,1305,5
2025-08-01,RM03,1164,114,1400,24
2025-08-01,RM04,1897,134,1434,11
2025-08-01,RM05,1804,95,1297,6
2025-08-01,RM06,2223,129,1391,6
2025-08-01,RM07,4514,58,1136,21
2025-08-01,RM08,309,121,1024,44
2025-08-01,RM09,529,76,868,8
2025-08-01,RM10,4017,57,1153,20
2025-08-01,RM11,1361,68,858,9
2025-08-01,RM12,4384,112,1129,15
2025-08-02,RM01,2118,125,1498,16
2025-08-02,RM02,1873,159,1179,12
2025-08-02,RM03,2223,139,1181,20
2025-08-02,RM04,4861,74,928,13
2025-08-02,RM05,1968,129,987,17
2025-08-02,RM06,3001,70,1075,23
2025-08-02,RM07,4727,152,917,15
2025-08-02,RM08,501,132,1470,47
2025-08-02,RM09,4866,115,1250,15
2025-08-02,RM10,2326,191,1381,24
2025-08-02,RM11,2483,53,885,25
2025-08-02,RM12,3989,95,1280,8
2025-08-03,RM01,1664,96,1187,14
2025-08-03,RM02,1561,70,867,21
2025-08-03,RM03,3125,164,923,5
2025-08-03,RM04,3940,195,929,22
2025-08-03,RM05,2193,80,1298,9
2025-08-03,RM06,1415,121,1187,7
2025-08-03,RM07,4304,103,833,15
2025-08-03,RM08,997,64,1138,50
2025-08-03,RM09,3409,59,905,19
2025-08-03,RM10,2755,55,949,12
2025-08-03,RM11,4127,165,1469,17
2025-08-03,RM12,1523,82,1080,21
2025-08-04,RM01,2748,121,944,5
2025-08-04,RM02,4860,82,1059,12
2025-08-04,RM03,1885,60,1419,5
2025-08-04,RM04,3209,70,839,13
2025-08-04,RM05,4661,82,1412,14
2025-08-04,RM06,4334,154,1285,24
2025-08-04,RM07,3709,85,1220,14
2025-08-04,RM08,928,81,1007,41
2025-08-04,RM09,1792,156,985,16
2025-08-04,RM10,1196,169,1081,10
2025-08-04,RM11,1178,53,1140,14
2025-08-04,RM12,3520,161,1484,8
2025-08-05,RM01,1554,169,1278,24
2025-08-05,RM02,1742,67,1214,24
2025-08-05,RM03,1513,200,1025,18
2025-08-05,RM04,2784,156,889,23
2025-08-05,RM05,4274,151,1058,14
2025-08-05,RM06,4985,178,991,19
2025-08-05,RM07,961,200,1138,20
2025-08-05,RM08,710,170,819,45
2025-08-05,RM09,2677,148,1081,25
2025-08-05,RM10,4861,168,882,11
2025-08-05,RM11,3105,65,997,11
2025-08-05,RM12,4487,98,1495,18
2025-08-06,RM01,1419,121,1317,20
2025-08-06,RM02,1357,167,1058,18
2025-08-06,RM03,2349,87,924,8
2025-08-06,RM04,4934,167,955,10
2025-08-06,RM05,3360,157,1265,23
2025-08-06,RM06,2324,177,1124,14
2025-08-06,RM07,2062,76,1290,25
2025-08-06,RM08,1196,114,1272,48
2025-08-06,RM09,3272,55,1421,17
2025-08-06,RM10,1386,169,1176,15
2025-08-06,RM11,2765,145,1265,8
2025-08-06,RM12,4013,116,955,8
2025-08-07,RM01,2003,120,940,12
2025-08-07,RM02,4982,65,1435,10
2025-08-07,RM03,4085,178,1232,21
2025-08-07,RM04,1524,113,1490,9
2025-08-07,RM05,3168,120,983,12
2025-08-07,RM06,1727,107,1459,8
2025-08-07,RM07,1777,157,1348,22
2025-08-07,RM08,875,105,968,50
2025-08-07,RM09,3185,193,1450,23
2025-08-07,RM10,3678,197,1048,6
2025-08-07,RM11,2806,141,1359,20
2025-08-07,RM12,3557,179,1420,24
2025-08-08,RM01,2504,116,1044,14
2025-08-08,RM02,1746,61,901,21
2025-08-08,RM03,2598,122,1174,5
2025-08-08,RM04,1103,166,1406,19
2025-08-08,RM05,688,175,876,8
2025-08-08,RM06,3343,178,1399,14
2025-08-08,RM07,2645,131,855,23
2025-08-08,RM08,900,82,1044,47
2025-08-08,RM09,4032,163,1226,5
2025-08-08,RM10,1829,108,1255,18
2025-08-08,RM11,2822,147,1314,5
2025-08-08,RM12,3164,161,1056,23
2025-08-09,RM01,3888,85,868,16
2025-08-09,RM02,3191,87,1095,20
2025-08-09,RM03,4905,134,1190,24
2025-08-09,RM04,3722,121,1232,15
2025-08-09,RM05,2805,180,1378,11
2025-08-09,RM06,4342,105,804,24
2025-08-09,RM07,4115,50,1087,5
2025-08-09,RM08,627,142,1497,36
2025-08-09,RM09,1842,155,904,9
2025-08-09,RM10,1619,174,914,14
2025-08-09,RM11,2101,134,964,5
2025-08-09,RM12,531,118,826,17
2025-08-10,RM01,1022,70,1261,24
2025-08-10,RM02,613,160,1376,17
2025-08-10,RM03,2373,125,1322,15
2025-08-10,RM04,1374,55,965,25
2025-08-10,RM05,1215,117,829,8
2025-08-10,RM06,1205,130,1346,15
2025-08-10,RM07,1346,175,998,17
2025-08-10,RM08,437,50,1099,49
2025-08-10,RM09,4738,131,1217,11
2025-08-10,RM10,2443,171,1281,10
2025-08-10,RM11,886,153,871,11
2025-08-10,RM12,2306,179,1317,9
2025-08-11,RM01,4538,85,1124,15
2025-08-11,RM02,4336,189,1282,18
2025-08-11,RM03,3348,153,1072,10
2025-08-11,RM04,2546,177,1406,19
2025-08-11,RM05,4528,85,1144,15
2025-08-11,RM06,2990,75,1271,9
2025-08-11,RM07,1240,80,1225,24
2025-08-11,RM08,928,195,1370,45
2025-08-11,RM09,1901,105,1117,17
2025-08-11,RM10,2907,130,1428,25
2025-08-11,RM11,847,104,1275,15
2025-08-11,RM12,3490,119,1376,25
2025-08-12,RM01,949,136,922,13
2025-08-12,RM02,1041,78,810,13
2025-08-12,RM03,1144,191,1430,5
2025-08-12,RM04,4876,92,1184,19
2025-08-12,RM05,641,128,1260,16
2025-08-12,RM06,1295,176,997,11
2025-08-12,RM07,1538,147,1235,17
2025-08-12,RM08,721,185,1005,37
2025-08-12,RM09,4369,98,1393,5
2025-08-12,RM10,2694,106,911,20
2025-08-12,RM11,2018,134,1086,25
2025-08-12,RM12,4559,176,1159,6
2025-08-13,RM01,1282,194,1442,14
2025-08-13,RM02,4550,176,1117,18
2025-08-13,RM03,991,89,1345,6
2025-08-13,RM04,3821,114,897,20
2025-08-13,RM05,3901,166,1044,5
2025-08-13,RM06,1239,183,1168,23
2025-08-13,RM07,870,171,1344,13
2025-08-13,RM08,571,157,907,47
2025-08-13,RM09,2016,92,1104,22
2025-08-13,RM10,902,88,1368,21
2025-08-13,RM11,4202,163,1453,9
2025-08-13,RM12,2875,146,1118,6
2025-08-14,RM01,4587,186,1338,6
2025-08-14,RM02,4149,115,1097,6
2025-08-14,RM03,1168,154,1480,25
2025-08-14,RM04,691,98,817,20
2025-08-14,RM05,1733,142,1457,20
2025-08-14,RM06,4865,200,1062,20
2025-08-14,RM07,2066,52,1166,9
2025-08-14,RM08,1185,118,1486,36
2025-08-14,RM09,2283,136,1411,17
2025-08-14,RM10,4008,175,1145,5
2025-08-14,RM11,2784,117,1499,16
2025-08-14,RM12,2030,104,1017,10
2025-08-15,RM01,4082,156,1406,5
2025-08-15,RM02,2551,126,1254,11
2025-08-15,RM03,1596,159,1393,23
